,igdb_game_string,igdb_series
812,spongebob-squarepants-the-yellow-avenger,no
813,conan,yes
814,fantastic-voyage,no
815,tenchu-z,yes
816,bank-heist,no
817,tiny-tank,no
818,dynasty-warriors-6-empires,yes
819,teenage-mutant-ninja-turtles,yes
820,remember-me,no
821,iron-man-2,yes
822,dynasty-warriors-gundam-2,yes
823,fade-to-black,yes
824,pirates-of-the-caribbean-at-worlds-end,no
825,harry-potter-and-the-deathly-hallows-part-2,yes
826,samurai-warriors-3z,no
827,sengoku-musou-3-z,no
828,dishonored-death-of-the-outsider,yes
829,night-at-the-museum-battle-of-the-smithsonian,no
830,transformers-revenge-of-the-fallen-decepticons,no
831,the-lego-ninjago-movie-videogame,no
832,deathtrap-dungeon,yes
833,harry-potter-and-the-deathly-hallows-part-2,yes
834,ninja-blade,no
835,hulk,yes
836,bee-movie-game,yes
837,disneys-treasure-planet,yes
838,lego-harry-potter-collection,yes
839,shrek-superslam,yes
840,binary-domain,no
841,way-of-the-samurai-2,yes
842,naruto-rise-of-a-ninja,yes
843,battletanx,yes
844,ultimate-nes-remix,no
845,night-at-the-museum-battle-of-the-smithsonian,no
846,harry-potter-and-the-half-blood-prince,yes
847,chicken-riot,no
848,samurai-warriors-2-xtreme-legends-jp-sales,no
849,teen-titans,yes
850,frogger-ii-threeedeep,yes
851,golden-axe-beast-rider,yes
852,iron-man-2,yes
853,fireball,no
854,harry-potter-and-the-deathly-hallows-part-2,yes
855,teenage-mutant-ninja-turtles-2-battle-nexus,yes
856,elebits,no
857,nicktoons-movin,yes
858,power-rangers-samurai,yes
859,golden-axe-beast-rider,yes
860,dead-rising-2-off-the-record,yes
861,silent-hill-hd-collection,yes
862,bratz-girlz-really-rock,no
863,overblood,yes
864,lego-the-incredibles,no
865,power-rangers-samurai,yes
866,overlord-ii,yes
867,go-diego-go-great-dinosaur-rescue,no
868,lego-marvels-avengers,yes
869,fortress,no
870,phineas-and-ferb-across-the-2nd-dimension,yes
871,frankensteins-monster,no
872,overlord-ii,yes
873,power-rangers-time-force,yes
874,crash-of-the-titans,yes
875,dynasty-warriors-4-empires,yes
876,shrek-the-third,yes
877,1001-touch-games,no
878,harry-potter-and-the-half-blood-prince,yes
879,senran-kagura-shinovi-versus,yes
880,manhunt-2,yes
881,the-matrix-path-of-neo,yes
882,mortal-kombat-shaolin-monks,yes
883,clash-of-the-titans-the-videogame,no
884,dr-seuss-how-the-grinch-stole-christmas,yes
885,kiss-pinball,yes
886,brothers-in-arms-earned-in-blood,yes
887,dark-void,yes
888,2-games-in-1-disneys-brother-bear-the-lion-king-1-12,no
889,dmc-devil-may-cry-definitive-edition,yes
890,hitman,yes
891,mysims-skyheroes,yes
892,mega-man-battle-network-2,yes
893,lego-batman-3-beyond-gotham,yes
894,mountain-king,no
895,the-incredible-hulk,yes
896,tron-evolution,yes
897,slot-machine,no
898,astroblast,no
899,blade-ii,yes
900,star-wars-episode-iii-revenge-of-the-sith,yes
901,disneys-stitch-experiment-626,yes
902,ultimate-spider-man,yes
903,resident-evil-revelations-2,yes
904,army-men-world-war-land-sea-air,no
905,tom-clancys-splinter-cell-3d,no
906,chaos-legion,no
907,lego-marvels-avengers,yes
908,looney-tunes-duck-amuck,yes
909,resident-evil-archives-resident-evil,no
910,one-piece-unlimited-cruise-sp,yes
911,yu-yu-hakusho-ghost-files-spirit-detective,no
912,army-men-air-attack-2,yes
913,dynasty-warriors-6,yes
914,fist-of-the-north-star-kens-rage-2,no
915,the-suite-life-of-zack-amp-cody-circle-of-spies,no
916,finding-nemo-the-continuing-adventures,no
917,shrek-the-third,yes
918,shark-tale,yes
919,batman-the-brave-and-the-bold-the-videogame,yes
920,teenage-mutant-ninja-turtles,yes
921,phineas-and-ferb-ride-again,yes
922,n3-ninety-nine-nights,yes
923,mysims-skyheroes,yes
924,spider-man-friend-or-foe,yes
925,naruto-to-boruto-shinobi-striker,yes
926,mini-ninjas,yes
927,ben-10-alien-force-vilgax-attacks,yes
928,nicktoons-battle-for-volcano-island,yes
929,dynasty-warriors-strikeforce,yes
930,kenka-bancho-badass-rumble,yes
931,dolphin,no
932,the-godfather-dons-edition,no
933,prince-of-persia-rival-swords,yes
934,fast-food,yes
935,nicktoons-battle-for-volcano-island,yes
936,lego-harry-potter-years-5-7,yes
937,sengoku-basara-samurai-heroes,yes
938,warriors-orochi-2,yes
939,metal-gear-solid-v-the-definitive-experience,yes
940,dead-rising-chop-till-you-drop,yes
941,bratz-super-babyz,yes
942,dragon-ball-gt-transformation,no
943,the-warriors,yes
944,bladestorm-the-hundred-years-war,yes
945,x-men-reign-of-apocalypse,yes
946,star-trek-bridge-crew,yes
947,fantastic-4-flame-on,yes
948,polaris,no
949,viewtiful-joe,yes
950,arcade-hits-frisky-tom,no
951,medieval-moves-deadmunds-quest,no
952,saw,yes
953,shrek-the-third,yes
954,harry-potter-and-the-sorcerers-stone,no
955,kung-zhu,yes
956,transformers-dark-of-the-moon,yes
957,the-heavy-rain-and-beyond-two-souls-collection,no
958,el-shaddai-ascension-of-the-metatron,yes
959,jackass-the-game,yes
960,hannah-montana-spotlight-world-tour,no
961,batman-the-brave-and-the-bold-the-videogame,yes
962,mission-impossible-operation-surma,yes
963,disneys-treasure-planet,yes
964,thief,yes
965,silent-hill-2-restless-dreams,no
966,darksiders,yes
967,onechanbara-z2-chaos,yes
968,gundam-musou-special,no
969,the-warriors,yes
970,indiana-jones-and-the-staff-of-kings,yes
971,the-binding-of-isaac-afterbirth,yes
972,gundam-versus,yes
973,tak-and-the-guardians-of-gross,yes
974,true-crime-new-york-city,yes
975,mr-do,no
976,assassins-creed-the-ezio-collection,yes
977,tomb-raider-legend-weekly-american-and-jp-sales,no
978,resident-evil-2-dual-shock-edition,no
979,dynasty-warriors,yes
980,tiny-toon-adventures-pluckys-big-adventure,yes
981,dead-rising-2-off-the-record,yes
982,iron-man-2,yes
983,transformers-cybertron-adventures,no
984,shadows-of-the-damned,no
985,rocky-legends,yes
986,resident-evil-revelations-collection,yes
987,flag-capture,no
988,g-force,no
989,shadow-man,yes
990,beyblade-metal-masters,yes
991,shadow-of-rome,no
992,fantastic-4,no
993,lego-jurassic-world,yes
994,scooby-doo-and-the-spooky-swamp,yes
995,fateextella-the-umbral-star,no
996,assassins-creed-altairs-chronicles,yes
997,marvel-super-hero-squad-the-infinity-gauntlet,yes
998,one-piece-pirate-warriors-3,yes
999,operation-armored-liberty,no
1000,friday-the-13th-the-game,yes
1001,asuras-wrath,no
1002,the-incredible-hulk,yes
1003,the-incredible-hulk,yes
1004,rune-viking-warlord,no
1005,ninja-gaiden-sigma-plus,yes
1006,superman-returns,yes
1007,deadly-premonition,yes
1008,rugrats-i-gotta-go-party,yes
1009,the-adventures-of-jimmy-neutron-boy-genius-vs-jimmy-negatron,no
1010,sengoku-basara-2,yes
1011,dynasty-warriors-7-xtreme-legends,yes
1012,assassins-creed-syndicate,yes
1013,spider-man-web-of-shadows,yes
1014,dishonored-2,yes
1015,sengoku-basara-battle-heroes,yes
1016,nightmare-creatures,yes
1017,classic-nes-series-bomberman,yes
1018,the-penguins-of-madagascar,yes
1019,resident-evil-deadly-silence,yes
1020,froggers-journey-the-forgotten-relic,yes
1021,oddworld-strangers-wrath,no
1022,dynasty-warriors-next,yes
1023,tom-clancys-splinter-cell-double-agent,no
1024,tokyo-jungle,no
1025,peter-jacksons-king-kong-the-official-game-of-the-movie,no
1026,indiana-jones-and-the-staff-of-kings,yes
1027,kidou-senshi-gundam-giren-no-yabou,no
1028,teen-titans,yes
1029,star-wars-the-clone-wars-republic-heroes,yes
1030,the-suite-life-of-zack-amp-cody-tipton-trouble,no
1031,ratchet-amp-clank-full-frontal-assault,no
1032,the-powerpuff-girls-chemical-x-traction,yes
1033,dynasty-warriors-6-jp-sales,no
1034,nhl-08,yes
1035,spider-man-web-of-shadows,yes
1036,spongebobs-truth-or-square-us-sales,no
1037,madagascar-escape-2-africa,yes
1038,kung-fu-panda-2,yes
1039,gex-64-enter-the-gecko,no
1040,dragon-quest-heroes-ii-twin-kings-and-the-prophecys-end,no
1041,spider-man-edge-of-time,yes
1042,the-outfit,no
1043,avatar-the-last-airbender-the-burning-earth,yes
1044,devil-kings,yes
1045,darksiders-iii,yes
1046,shadow-man,yes
1047,ninja-gaiden-3,yes
1048,lego-star-wars-iii-the-clone-wars,yes
1049,dynasty-warriors-6,yes
1050,porkys,no
1051,indiana-jones-and-the-staff-of-kings,yes
1052,x-men-origins-wolverine,yes
1053,transformers-war-for-cybertron-autobots,no
1054,butt-ugly-martians-bkm-battles,no
1055,x-men-destiny,yes
1056,tongari-boushi-to-oshare-na-mahou-tsukai,no
1057,toukiden-the-age-of-demons,yes
1058,spawn-the-eternal,yes
1059,army-men-sarges-heroes-2,no
1060,hello-neighbor,no
1061,genma-onimusha,yes
1062,g-police,yes
1063,dynasty-warriors-7,yes
1064,saints-row-iv-re-elected,yes
1065,the-escapists-2,yes
1066,peter-jacksons-king-kong-the-official-game-of-the-movie,no
1067,azurik-rise-of-perathia,no
1068,bakugan-battle-brawlers,no
1069,resident-evil-archives-resident-evil-zero,no
1070,transformers-devastation,yes
1071,front-line,yes
1072,army-men-air-combat,yes
1073,paperboy,yes
1074,mobile-suit-gundam-battlefield-record-uc0081,no
1075,lucky-luke,yes
1076,fantastic-4,no
1077,spider-man-shattered-dimensions,yes
1078,ratchet-amp-clank-going-commando-jp-weekly-sales,no
1079,the-incredible-hulk,yes
1080,grand-theft-auto,yes
1081,a-way-out,no
1082,ghost-rider,yes
1083,x-men-destiny,yes
1084,wild-9,no
1085,bakugan-battle-brawlers,no
1086,gi-joe-the-rise-of-cobra,no
1087,covert-ops-nuclear-dawn,no
1088,dynasty-warriors-6-empires,yes
1089,polly-pocket-super-splash-island,no
1090,god-of-war-collection,yes
1091,the-godfather-us-amp-others-sales,no
1092,rampage,yes
1093,prince-of-persia-the-forgotten-sands,yes
1094,afro-samurai,yes
1095,killer-is-dead,no
1096,mobile-suit-gundam-climax-uc,yes
1097,the-lord-of-the-rings-aragorns-quest,no
1098,buffy-the-vampire-slayer,yes
1099,dynasty-warriors-gundam-reborn,yes
1100,attack-on-titan-2,yes
1101,the-scorpion-king-rise-of-the-akkadian,yes
1102,wwe-all-stars,yes
1103,tom-clancys-splinter-cell,yes
1104,the-incredible-hulk-ultimate-destruction,yes
1105,madagascar-escape-2-africa,yes
1106,rigs-mechanized-combat-league,no
1107,looney-tunes-acme-arsenal,yes
1108,family-fest-presents-movie-games,yes
1109,perfect-weapon,no
1110,nba-2k6,yes
1111,mafia,yes
1112,dynasty-warriors-strikeforce,yes
1113,musou-orochi-z,yes
1114,world-series-of-poker-2008-battle-for-the-bracelets,yes
1115,genji-dawn-of-the-samurai,yes
1116,critical-depth,no
1117,bratz-girlz-really-rock,no
1118,rampage-2-universal-tour,yes
1119,saint-seiya-sanctuary-battle,yes
1120,dead-island-definitive-collection,yes
1121,spider-man-edge-of-time,yes
1122,metal-gear-survive,yes
1123,silent-hill-book-of-memories,yes
1124,rogue-ops,no
1125,legion-the-legend-of-excalibur,no
1126,kung-fu-panda-2,yes
1127,hitman-absolution,yes
1128,gekijouban-macross-f-sayonara-no-tsubasa-hybrid-pack,no
1129,def-jam-fight-for-ny,yes
1130,spartan-total-warrior,yes
1131,assault,no
1132,reactor,no
1133,gundam-battle-chronicle,yes
1134,danball-senki-boost,no
1135,g-force,no
1136,sengoku-basara-3-utage,yes
1137,dead-by-daylight,no
1138,attack-on-titan-2,yes
1139,danny-phantom-the-ultimate-enemy,yes
1140,star-wars-the-force-unleashed-ii,yes
1141,crazy-climber,yes
1142,deadpool,yes
1143,the-suffering,yes
1144,mega-man-64,yes
1145,rampage-2-universal-tour,yes
1146,all-star-karate,no
1147,viewtiful-joe-2,yes
1148,jackass-the-game,yes
1149,naruto-shippuuden-ninja-council-4,no
1150,marvel-super-hero-squad-the-infinity-gauntlet,yes
1151,bladestorm-nightmare,no
1152,aliens-vs-predator-requiem,yes
1153,transformers-dark-of-the-moon,yes
1154,lego-harry-potter-years-5-7,yes
1155,lego-harry-potter-collection,yes
1156,deadly-creatures,no
1157,from-russia-with-love,no
1158,outlast-trinity,yes
1159,ben-10-alien-force-vilgax-attacks,yes
1160,disneys-magical-quest-starring-mickey-and-minnie,no
1161,warriors-orochi-4,yes
1162,jackie-chan-stuntmaster,yes
1163,shrek-superslam,yes
1164,sailor-moon,no
1165,gi-joe-the-rise-of-cobra,no
1166,harry-potter-and-the-deathly-hallows-part-2,yes
1167,anarchy-reigns,no
1168,rampage-total-destruction,yes
1169,disaster-report,yes
1170,bratz-forever-diamondz,yes
1171,senran-kagura-peach-beach-splash,no
1172,gekijouban-macross-f-itsuwarino-utahime-hybrid-pack,no
1173,tenchu-return-from-darkness,no
1174,bound-by-flame,no
1175,ghostbusters-ii,yes
1176,fateextella-the-umbral-star,no
1177,frogger-3d,yes
1178,viewtiful-joe-2,yes
1179,ninja-gaiden-dragon-sword,yes
1180,bratz-girlz-really-rock,no
1181,gi-joe-the-rise-of-cobra,no
1182,vampire-rain,no
1183,deus-ex-the-conspiracy,yes
1184,spider-man-web-of-shadows,yes
1185,batman-begins,no
1186,defiance,no
1187,way-of-the-samurai-3,yes
1188,barbie-groom-and-glam-pups,yes
1189,jsrf-jet-set-radio-future,no
1190,devil-may-cry-hd-collection,yes
1191,the-last-airbender,yes
1192,7-days-to-die,no
1193,zone-of-the-enders-hd-collection,no
1194,project-snowblind,no
1195,kan-colle-kai,no
1196,evil-dead-regeneration,yes
1197,tenchu-shadow-assassins,yes
1198,beyblade-vforce-super-tournament-battle,no
1199,lbx-little-battlers-experience,yes
1200,x2-wolverines-revenge,no
1201,power-rangers-wild-force,yes
1202,lego-harry-potter-years-5-7,yes
1203,beyblade-g-revolution,yes
1204,godzilla-2015,no
1205,sengoku-basara-2-heroes,yes
1206,kung-fu-rider,no
1207,planet-51,no
1208,dragon-ball-revenge-of-king-piccolo,yes
1209,3rd-super-robot-wars-z-tengoku-hen,no
1210,warriors-orochi,yes
1211,from-russia-with-love,no
1212,marvel-super-hero-squad-comic-combat,yes
1213,shark-tale,yes
1214,god-eater-resurrection,yes
1215,teenage-mutant-ninja-turtles-3-mutant-nightmare,yes
1216,dantes-inferno,no
1217,afro-samurai,yes
1218,forgotten-realms-demon-stone,yes
1219,x-men-origins-wolverine,yes
1220,agents-of-mayhem,yes
1221,captain-america-super-soldier,yes
1222,shaman-king-spirit-of-shamans,yes
1223,no-more-heroes-heroes-paradise,yes
1224,tom-and-jerry-in-house-trap,yes
1225,power-rangers-time-force,yes
1226,warriors-orochi,yes
1227,batman-return-to-arkham,yes
1228,way-of-the-samurai-4,yes
1229,predator-concrete-jungle,yes
1230,x-men-origins-wolverine,yes
1231,the-great-escape,no
1232,pac-man-amp-galaga-dimensions,no
1233,kouchuu-ouja-mushi-king-greatest-champion-e-no-michi-ds,yes
1234,conan,yes
1235,dinotopia-the-timestone-pirates,yes
1236,dishonored-definitive-edition,yes
1237,rise-of-the-argonauts,no
1238,peter-jacksons-king-kong-the-official-game-of-the-movie,no
1239,we-wish-you-a-merry-christmas,no
1240,manhunt,yes
1241,dynasty-warriors-gundam-2,yes
1242,spongebobs-surf-amp-skate-roadtrip,no
1243,kamen-rider-battride-war,no
1244,spider-man-shattered-dimensions,yes
1245,chaotic-shadow-warriors,no
1246,silent-hill-hd-collection,yes
1247,lego-marvels-avengers,yes
1248,aerofighters-assault,no
1249,teenage-mutant-ninja-turtles-2-battle-nexus,yes
1250,kenka-banchou-4-ichinen-sensou,no
1251,toukiden-kiwami,yes
1252,hulk,yes
1253,tenchu-fatal-shadows,yes
1254,remember-me,no
1255,beyblade-metal-fusion-battle-fortress,yes
1256,rise-of-the-kasai,no
1257,dynasty-warriors-gundam,yes
1258,rango-the-video-game,no
1259,binary-domain,no
1260,warriors-legends-of-troy,yes
1261,penguin-no-mondai-x-tenkuu-no-7-senshi,no
1262,the-scorpion-king-sword-of-osiris,yes
1263,the-surge,yes
1264,saints-row-iv,yes
1265,jackie-chan-adventures-legend-of-the-dark-hand,yes
1266,shadows-of-the-damned,no
1267,ty-the-tasmanian-tiger-3-night-of-the-quinkan,yes
1268,disneys-meet-the-robinsons,no
1269,samurai-warriors-2-empires,yes
1270,blood-omen-2,no
1271,saw-ii-flesh-amp-blood,no
1272,naruto-to-boruto-shinobi-striker,yes
1273,treasures-of-the-deep,no
1274,ninja-gaiden-3-razors-edge,no
1275,samurai-warriors-state-of-war,yes
1276,dragon-blade-wrath-of-fire,no
1277,ghostbusters-the-video-game,yes
1278,the-munchables,no
1279,senran-kagura-estival-versus,yes
1280,chaotic-shadow-warriors,no
1281,indiana-jones-and-the-emperors-tomb,no
1282,buffy-the-vampire-slayer-chaos-bleeds,yes
1283,casper-friends-around-the-world,no
1284,ringling-bros-and-barnum-amp-bailey-circus,no
1285,fear-effect-2-retro-helix,yes
1286,mushroom-men-the-spore-wars,yes
1287,marvel-super-hero-squad-comic-combat,yes
1288,the-last-airbender,yes
1289,x-men-origins-wolverine,yes
1290,big-hero-6-battle-in-the-bay,yes
1291,anarchy-reigns,no
1292,resident-evil-revelations,yes
1293,shrek-superslam,yes
1294,senran-kagura-2-deep-crimson,yes
1295,mobile-suit-gundam-extreme-vs-force,yes
1296,cabelas-big-game-hunter-2005-adventures,no
1297,sumikko-gurashi-koko-ga-ochitsukundesu,no
1298,gauntlet-dark-legacy,yes
1299,soulcalibur-legends,yes
1300,batman-vengeance,yes
1301,spider-man-friend-or-foe,yes
1302,van-helsing,yes
1303,hellboy-the-science-of-evil,yes
1304,how-to-train-your-dragon,yes
1305,one-piece-pirate-warriors-3,yes
1306,ringling-bros-and-barnum-amp-bailey-circus-friends,no
1307,senran-kagura-estival-versus,yes
1308,marvel-super-hero-squad-comic-combat,yes
1309,splatterhouse,yes
1310,toukiden,no
1311,naruto-shippuden-dragon-blade-chronicles,yes
1312,ball-breakers,no
1313,mobile-suit-gundam-seed-destiny-generation-of-ce,no
1314,twisted-metal-small-brawl,yes
1315,biohazard-revival-selection,no
1316,dynasty-warriors-gundam-3,yes
1317,the-suffering-ties-that-bind,yes
1318,teen-titans,yes
1319,marvel-super-hero-squad-the-infinity-gauntlet,yes
1320,the-grim-adventures-of-billy-amp-mandy,no
1321,time-commando,no
1322,kekkaishi-karasumori-ayakashi-kidan,no
1323,true-crime-new-york-city,yes
1324,x-men-the-official-game,yes
1325,the-lord-of-the-rings-aragorns-quest,no
1326,katamari-damacy-reroll,no
1327,tamagotchi-no-narikiri-challenge,no
1328,world-destruction-league-thunder-tanks,no
1329,transformers-dark-of-the-moon,yes
1330,roadkill,no
1331,captain-america-super-soldier,yes
1332,macross-ultimate-frontier,yes
1333,mercury-meltdown-revolution,no
1334,hunter-the-reckoning-redeemer,yes
1335,bakugan-battle-brawlers-defenders-of-the-core,no
1336,thief-deadly-shadows,yes
1337,batman-begins,no
1338,james-camerons-dark-angel,no
1339,bee-movie-game,yes
1340,spawn-armageddon,no
1341,rise-of-the-argonauts,no
1342,disneys-home-on-the-range,yes
1343,n3-ii-ninety-nine-nights,no
1344,fairytale-fights,no
1345,the-cursed-crusade,no
1346,prototype-biohazard-bundle,yes
